ID,SMILES,pIC50,bioactivity,document_ID,Assay,Journal,Year
CHEMBL3647203,CC(CCc1ccc(OCc2nc(-c3c(F)cccc3F)no2)cc1)(C(=O)NO)S(C)(=O)=O,9.22,potent,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647204,COc1ccc(F)c(-c2noc(COc3ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc3)n2)c1,8.19,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647205,Cc1ccccc1COc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1,8.84,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647206,CC(CCc1ccc(OCCC2CCOCC2)cc1)(C(=O)NO)S(C)(=O)=O,8.31,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647207,Cc1cccc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)c1F,9.28,potent,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647208,Cc1ccc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)cc1,8.99,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647209,CC(CCc1ccc(OCCCOc2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,7.37,intermediate,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647210,CC(C)Oc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1,6.98,inactive,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647211,CC(CCc1ccc(OCC2CCC2)cc1)(C(=O)NO)S(C)(=O)=O,8.48,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647212,CC(C)CCCOc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1,8.49,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647213,CC(CCc1ccc(OCc2cccc(F)c2)cc1)(C(=O)NO)S(C)(=O)=O,9.08,potent,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647214,Cc1ccc(-c2noc(COc3ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc3)n2)cc1,8.46,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647215,Cc1ccc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)cn1,8.22,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647216,CC(CCc1ccc(OCCc2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,8.39,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647217,CC(C)CCc1noc(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)n1,8.81,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647218,CC(CCc1ccc(OCc2nc(C3CCCC3)no2)cc1)(C(=O)NO)S(C)(=O)=O,8.14,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647219,CC(CCc1ccc(OCc2cccc(OC(F)(F)F)c2)cc1)(C(=O)NO)S(C)(=O)=O,8.57,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647220,CC(CCc1ccc(OCc2cc(C#N)ccc2F)cc1)(C(=O)NO)S(C)(=O)=O,8.87,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647221,CC(CCc1ccc(OCc2nc3ccccc3s2)cc1)(C(=O)NO)S(C)(=O)=O,9.19,potent,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647222,CC1=C(COc2ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc2)NC(c2cccc(C)c2)O1,7.98,intermediate,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647223,CC(CCc1ccc(OCc2ccc3ccccc3n2)cc1)(C(=O)NO)S(C)(=O)=O,7.86,intermediate,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647224,CC(CCc1ccc(OCc2cc(C(F)(F)F)ccc2F)cc1)(C(=O)NO)S(C)(=O)=O,7.86,intermediate,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647225,CC(CCc1ccccc1OCCC1CCOCC1)(C(=O)NO)S(C)(=O)=O,8.17,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
CHEMBL3647226,CC(Oc1ccc(CCC(C)(C(=O)NO)S(C)(=O)=O)cc1)c1ccccc1,8.02,active,CHEMBL3638721,"Enzyme Assay: IC50 determination in the LpxC enzyme assay was carried out in a similar manner to that described by Malikzay et al in the 2006 Poster, Screening LpxC (UDP-3-O(R-3-hydroxymyristoyl)-GlcNAc deacetylase) using BioTrove Rapid Fire HTS Mass Spectrometry (aNew Lead Discovery and bInflammation and Infectious Disease, cStructural Chemistry, Schering-Plough Research Institute, Kenilworth, N.J. 07033, (BioTrove, Inc. 12 Gill St., Suite 4000, Woburn, Mass. 01801). Briefly, Pseudomonas aeruginosa LpxC enzyme (0.1 nM) purified from E. coli-overexpressing bacteria was incubated at 25° C. in a final volume of 50 ul containing 0.5 uM UDP-3-O(R-3-hydroxydecanoyl)-N-acetylglucosamine, 1 mg/mL BSA, and 50 mM sodium phosphate buffer, pH 8.0 in the presence and absence of inhibitor compound. At the end of 1 hour, 5 ul of 1N HCl was added to stop the enzyme reaction; the plates were centrifuged, and then processed with the BioTrove Rapidfire HTMS Mass Spectrometry System.",,2014
